Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Month,Profit_Margin
206,49,4,2013-03-23,454,71,Small Market,West,15,Leaves,Tea,Earl Grey,34,120,Washington,30,50,30,80,37,Regular,3,0.2833333333333333
970,43,-1,2013-03-24,531,56,Major Market,Central,14,Beans,Coffee,Colombian,29,99,Colorado,40,50,30,90,27,Regular,3,0.29292929292929293
614,41,4,2013-03-25,435,60,Major Market,Central,13,Beans,Coffee,Colombian,24,101,Ohio,40,50,20,90,36,Regular,3,0.2376237623762376
339,47,-10,2013-03-26,571,52,Major Market,East,42,Beans,Espresso,Caffe Mocha,-20,99,Massachusetts,40,50,-10,90,72,Regular,3,-0.20202020202020202
773,43,-1,2013-03-27,531,56,Major Market,Central,14,Leaves,Herbal Tea,Lemon,29,99,Illinois,40,50,30,90,27,Decaf,3,0.29292929292929293
805,43,-1,2013-03-28,531,56,Major Market,West,14,Leaves,Herbal Tea,Mint,29,99,California,40,50,30,90,27,Decaf,3,0.29292929292929293
303,46,-4,2013-03-29,422,57,Major Market,Central,17,Leaves,Tea,Darjeeling,6,103,Colorado,30,50,10,80,51,Regular,3,0.05825242718446602
303,53,6,2013-03-30,1054,63,Major Market,Central,16,Leaves,Tea,Earl Grey,26,116,Colorado,40,50,20,90,37,Regular,3,0.22413793103448276
617,33,-11,2013-03-31,870,49,Major Market,East,9,Leaves,Tea,Darjeeling,29,82,Massachusetts,30,50,40,80,20,Regular,3,0.35365853658536583
863,34,-10,2013-04-01,863,51,Major Market,East,9,Leaves,Tea,Green Tea,30,85,Florida,30,50,40,80,21,Regular,4,0.35294117647058826
641,0,-8,2013-04-02,344,43,Small Market,Central,0,Beans,Espresso,Decaf Espresso,32,43,Iowa,0,50,40,50,11,Decaf,4,0.7441860465116279
225,43,7,2013-04-03,466,63,Small Market,South,13,Beans,Espresso,Decaf Espresso,27,106,Louisiana,30,50,20,80,36,Decaf,4,0.25471698113207547
702,31,-22,2013-04-04,1009,38,Small Market,West,9,Beans,Coffee,Decaf Irish Cream,8,69,Nevada,30,50,30,80,30,Decaf,4,0.11594202898550725
515,23,-23,2013-04-05,807,35,Small Market,Central,6,Beans,Espresso,Caffe Mocha,17,58,Iowa,20,50,40,70,18,Regular,4,0.29310344827586204
985,41,11,2013-04-06,320,66,Small Market,South,12,Beans,Espresso,Caffe Mocha,31,107,Louisiana,30,50,20,80,35,Regular,4,0.2897196261682243
971,46,-4,2013-04-07,422,57,Small Market,West,17,Beans,Espresso,Caffe Latte,6,103,Oregon,40,50,10,90,51,Regular,4,0.05825242718446602
262,43,8,2013-04-08,466,63,Small Market,Central,13,Leaves,Tea,Darjeeling,28,106,Wisconsin,30,50,20,80,35,Regular,4,0.2641509433962264
959,33,-12,2013-04-09,818,49,Small Market,East,9,Leaves,Tea,Green Tea,28,82,Connecticut,30,50,40,80,21,Regular,4,0.34146341463414637
435,49,-4,2013-04-10,335,69,Small Market,West,44,Leaves,Tea,Darjeeling,-4,118,Utah,30,50,0,80,73,Regular,4,-0.03389830508474576
360,55,7,2013-04-11,627,76,Small Market,West,49,Leaves,Tea,Green Tea,-3,131,Washington,40,50,-10,90,79,Regular,4,-0.022900763358778626
303,39,-10,2013-04-12,541,51,Major Market,Central,12,Beans,Coffee,Colombian,40,96,Colorado,30,50,50,80,24,Regular,4,0.4166666666666667
904,80,31,2013-04-13,1055,94,Major Market,East,24,Leaves,Herbal Tea,Mint,71,185,Florida,40,50,40,90,46,Decaf,4,0.3837837837837838
720,54,-11,2013-04-14,404,66,Major Market,Central,20,Leaves,Tea,Darjeeling,19,128,Colorado,30,50,30,80,53,Regular,4,0.1484375
970,54,0,2013-04-15,1037,64,Major Market,Central,16,Leaves,Tea,Earl Grey,40,126,Colorado,30,50,40,80,37,Regular,4,0.31746031746031744
978,27,-20,2013-04-16,859,39,Major Market,East,7,Leaves,Tea,Darjeeling,30,70,Massachusetts,20,50,50,70,19,Regular,4,0.42857142857142855
626,76,67,2013-04-17,580,111,Major Market,West,21,Leaves,Tea,Earl Grey,117,199,California,30,50,50,80,32,Regular,4,0.5879396984924623
262,22,-35,2013-04-18,573,29,Small Market,Central,7,Beans,Espresso,Decaf Espresso,15,54,Wisconsin,20,50,50,70,19,Decaf,4,0.2777777777777778
641,23,-23,2013-04-19,800,35,Small Market,Central,6,Beans,Espresso,Caffe Mocha,27,62,Iowa,20,50,50,70,17,Regular,4,0.43548387096774194
203,79,20,2013-04-20,593,98,Small Market,East,30,Leaves,Herbal Tea,Lemon,50,189,Connecticut,40,50,30,90,64,Decaf,4,0.26455026455026454
203,65,2,2013-04-21,1053,77,Small Market,East,20,Leaves,Herbal Tea,Mint,52,151,Connecticut,30,50,50,80,42,Decaf,4,0.3443708609271523
262,46,5,2013-04-22,449,67,Small Market,Central,14,Leaves,Tea,Darjeeling,45,120,Wisconsin,20,50,40,70,37,Regular,4,0.375
262,60,0,2013-04-23,606,84,Small Market,Central,54,Leaves,Tea,Earl Grey,0,153,Wisconsin,40,50,0,90,84,Regular,4,0.0
425,60,45,2013-04-24,329,99,Small Market,West,18,Leaves,Tea,Darjeeling,85,169,Washington,20,50,40,70,42,Regular,4,0.5029585798816568
312,40,10,2013-04-25,536,52,Major Market,Central,13,Leaves,Herbal Tea,Lemon,40,98,Illinois,30,50,30,80,25,Decaf,4,0.40816326530612246
419,36,5,2013-04-26,862,52,Major Market,Central,10,Leaves,Herbal Tea,Lemon,45,94,Ohio,30,50,40,80,22,Decaf,4,0.4787234042553192
857,55,2,2013-04-27,410,69,Major Market,East,20,Leaves,Herbal Tea,Lemon,22,132,Massachusetts,40,50,20,90,54,Decaf,4,0.16666666666666666
323,40,10,2013-04-28,536,52,Major Market,West,13,Leaves,Herbal Tea,Mint,40,98,California,30,50,30,80,25,Decaf,4,0.40816326530612246
352,28,-6,2013-04-29,875,42,Major Market,East,7,Leaves,Tea,Darjeeling,34,75,Florida,20,50,40,70,19,Regular,4,0.4533333333333333
904,31,2,2013-04-30,856,47,Major Market,East,8,Leaves,Tea,Green Tea,42,83,Florida,30,50,40,80,19,Regular,4,0.5060240963855421
978,32,3,2013-05-01,482,48,Major Market,East,8,Leaves,Tea,Green Tea,43,85,Massachusetts,30,50,40,80,19,Regular,5,0.5058823529411764
760,50,30,2013-05-02,589,73,Major Market,West,14,Leaves,Tea,Earl Grey,70,131,California,30,50,40,80,26,Regular,5,0.5343511450381679
515,0,6,2013-05-03,387,43,Small Market,Central,0,Beans,Espresso,Decaf Espresso,46,46,Iowa,0,50,40,50,12,Decaf,5,1.0
505,82,-22,2013-05-04,1804,40,Small Market,South,25,Beans,Coffee,Decaf Irish Cream,-12,130,New Mexico,90,50,10,140,48,Decaf,5,-0.09230769230769231
515,22,-16,2013-05-05,802,34,Small Market,Central,6,Beans,Espresso,Caffe Mocha,24,60,Iowa,20,50,40,70,18,Regular,5,0.4
505,44,-10,2013-05-06,325,62,Small Market,South,40,Beans,Espresso,Caffe Mocha,-10,113,New Mexico,30,50,0,80,69,Regular,5,-0.08849557522123894
775,33,-16,2013-05-07,243,41,Small Market,West,12,Beans,Coffee,Colombian,-6,79,Nevada,30,50,10,80,45,Regular,5,-0.0759493670886076
314,44,-12,2013-05-08,325,62,Small Market,Central,40,Leaves,Herbal Tea,Chamomile,-12,113,Missouri,40,50,0,90,70,Decaf,5,-0.10619469026548672
715,31,0,2013-05-09,856,47,Small Market,Central,8,Leaves,Herbal Tea,Lemon,40,83,Wisconsin,20,50,40,70,20,Decaf,5,0.4819277108433735
959,69,26,2013-05-10,1060,81,Small Market,East,21,Leaves,Herbal Tea,Mint,56,160,Connecticut,50,50,30,100,43,Decaf,5,0.35
715,49,29,2013-05-11,454,71,Small Market,Central,15,Leaves,Tea,Darjeeling,49,128,Wisconsin,40,50,20,90,38,Regular,5,0.3828125
206,49,20,2013-05-12,454,71,Small Market,West,15,Leaves,Tea,Earl Grey,50,128,Washington,30,50,30,80,37,Regular,5,0.390625
970,43,13,2013-05-13,531,56,Major Market,Central,14,Beans,Coffee,Colombian,43,106,Colorado,40,50,30,90,27,Regular,5,0.4056603773584906
330,41,16,2013-05-14,435,60,Major Market,Central,13,Beans,Coffee,Colombian,36,108,Ohio,40,50,20,90,36,Regular,5,0.3333333333333333
978,47,-20,2013-05-15,571,52,Major Market,East,42,Beans,Espresso,Caffe Mocha,-30,106,Massachusetts,40,50,-10,90,72,Regular,5,-0.2830188679245283
312,43,13,2013-05-16,531,56,Major Market,Central,14,Leaves,Herbal Tea,Lemon,43,106,Illinois,40,50,30,90,27,Decaf,5,0.4056603773584906
323,43,13,2013-05-17,531,56,Major Market,West,14,Leaves,Herbal Tea,Mint,43,106,California,40,50,30,90,27,Decaf,5,0.4056603773584906
303,46,-1,2013-05-18,422,57,Major Market,Central,17,Leaves,Tea,Darjeeling,9,110,Colorado,30,50,10,80,51,Regular,5,0.08181818181818182
970,53,19,2013-05-19,1054,63,Major Market,Central,16,Leaves,Tea,Earl Grey,39,124,Colorado,40,50,20,90,37,Regular,5,0.31451612903225806
978,33,3,2013-05-20,870,49,Major Market,East,9,Leaves,Tea,Darjeeling,43,87,Massachusetts,30,50,40,80,20,Regular,5,0.4942528735632184
321,34,5,2013-05-21,863,51,Major Market,East,9,Leaves,Tea,Green Tea,45,91,Florida,30,50,40,80,21,Regular,5,0.4945054945054945
563,0,7,2013-05-22,344,43,Small Market,Central,0,Beans,Espresso,Decaf Espresso,47,46,Iowa,0,50,40,50,11,Decaf,5,1.0217391304347827
318,43,20,2013-05-23,466,63,Small Market,South,13,Beans,Espresso,Decaf Espresso,40,113,Louisiana,30,50,20,80,36,Decaf,5,0.35398230088495575
775,31,-18,2013-05-24,1009,38,Small Market,West,9,Beans,Coffee,Decaf Irish Cream,12,74,Nevada,30,50,30,80,30,Decaf,5,0.16216216216216217
515,23,-15,2013-05-25,807,35,Small Market,Central,6,Beans,Espresso,Caffe Mocha,25,62,Iowa,20,50,40,70,18,Regular,5,0.4032258064516129
225,41,26,2013-05-26,320,66,Small Market,South,12,Beans,Espresso,Caffe Mocha,46,114,Louisiana,30,50,20,80,35,Regular,5,0.40350877192982454
971,46,-1,2013-05-27,422,57,Small Market,West,17,Beans,Espresso,Caffe Latte,9,110,Oregon,40,50,10,90,51,Regular,5,0.08181818181818182
262,43,22,2013-05-28,466,63,Small Market,Central,13,Leaves,Tea,Darjeeling,42,113,Wisconsin,30,50,20,80,35,Regular,5,0.37168141592920356
959,33,2,2013-05-29,818,49,Small Market,East,9,Leaves,Tea,Green Tea,42,87,Connecticut,30,50,40,80,21,Regular,5,0.4827586206896552
435,49,-6,2013-05-30,335,69,Small Market,West,44,Leaves,Tea,Darjeeling,-6,126,Utah,30,50,0,80,73,Regular,5,-0.047619047619047616
509,55,6,2013-05-31,627,76,Small Market,West,49,Leaves,Tea,Green Tea,-4,140,Washington,40,50,-10,90,79,Regular,5,-0.02857142857142857
630,39,-13,2013-06-01,541,51,Major Market,Central,12,Leaves,Herbal Tea,Lemon,27,90,Illinois,20,40,40,60,24,Decaf,6,0.3
209,39,-14,2013-06-02,541,51,Major Market,West,12,Leaves,Herbal Tea,Mint,26,90,California,20,40,40,60,25,Decaf,6,0.28888888888888886
505,86,-36,2013-06-03,1698,23,Small Market,South,26,Beans,Coffee,Decaf Irish Cream,-26,109,New Mexico,110,40,10,150,49,Decaf,6,-0.23853211009174313
318,46,-10,2013-06-04,449,67,Small Market,South,14,Beans,Espresso,Decaf Espresso,30,113,Louisiana,20,40,40,60,37,Decaf,6,0.26548672566371684
515,31,-23,2013-06-05,1000,37,Small Market,Central,9,Beans,Coffee,Colombian,7,68,Iowa,20,40,30,60,30,Regular,6,0.10294117647058823
505,45,-16,2013-06-06,320,64,Small Market,South,41,Beans,Espresso,Caffe Mocha,-6,109,New Mexico,20,40,10,60,70,Regular,6,-0.05504587155963303
801,32,-12,2013-06-07,833,47,Small Market,West,8,Beans,Espresso,Caffe Latte,28,79,Utah,20,40,40,60,19,Regular,6,0.35443037974683544
505,31,-24,2013-06-08,1000,37,Small Market,South,9,Leaves,Herbal Tea,Lemon,6,68,New Mexico,10,40,30,50,31,Decaf,6,0.08823529411764706
636,39,-17,2013-06-09,244,53,Small Market,Central,12,Leaves,Tea,Darjeeling,13,92,Missouri,20,40,30,60,40,Regular,6,0.14130434782608695
959,24,-22,2013-06-10,806,36,Small Market,East,6,Leaves,Tea,Green Tea,18,60,Connecticut,20,40,40,60,18,Regular,6,0.3
603,0,-8,2013-06-11,430,43,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,40,40,11,Regular,6,0.7441860465116279
801,45,-26,2013-06-12,320,64,Small Market,West,41,Leaves,Tea,Darjeeling,-6,109,Utah,10,40,20,50,70,Regular,6,-0.05504587155963303
206,60,-10,2013-06-13,606,84,Small Market,West,54,Leaves,Tea,Green Tea,0,144,Washington,20,40,10,60,84,Regular,6,0.0
937,32,-1,2013-06-14,482,48,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,29,80,Ohio,30,40,30,70,19,Decaf,6,0.3625
407,54,3,2013-06-15,391,67,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,121,Florida,40,40,10,80,54,Decaf,6,0.10743801652892562
715,22,-19,2013-06-16,570,30,Small Market,Central,7,Beans,Espresso,Decaf Espresso,11,52,Wisconsin,20,40,30,60,19,Decaf,6,0.21153846153846154
505,35,-12,2013-06-17,248,47,Small Market,South,11,Beans,Espresso,Decaf Espresso,8,82,New Mexico,20,40,20,60,39,Decaf,6,0.0975609756097561
775,29,-15,2013-06-18,1003,35,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,5,64,Nevada,30,40,20,70,30,Decaf,6,0.078125
563,29,-15,2013-06-19,1003,35,Small Market,Central,8,Beans,Coffee,Colombian,5,64,Iowa,20,40,20,60,30,Regular,6,0.078125
603,34,-3,2013-06-20,211,42,Small Market,East,12,Beans,Espresso,Regular Espresso,-3,76,New Hampshire,30,40,0,70,45,Regular,6,-0.039473684210526314
918,32,-1,2013-06-21,482,48,Small Market,South,8,Beans,Espresso,Caffe Mocha,29,80,Oklahoma,20,40,30,60,19,Regular,6,0.3625
775,0,1,2013-06-22,387,43,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,40,30,40,12,Regular,6,0.7209302325581395
435,33,-3,2013-06-23,836,48,Small Market,West,9,Beans,Espresso,Caffe Latte,27,81,Utah,30,40,30,70,21,Regular,6,0.3333333333333333
573,82,-9,2013-06-24,1804,40,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-9,122,Missouri,70,40,0,110,49,Decaf,6,-0.07377049180327869
801,82,-8,2013-06-25,1804,40,Small Market,West,25,Leaves,Herbal Tea,Mint,-8,122,Utah,70,40,0,110,48,Decaf,6,-0.06557377049180328
417,35,-1,2013-06-26,248,47,Small Market,Central,11,Leaves,Tea,Darjeeling,9,82,Missouri,20,40,10,60,38,Regular,6,0.10975609756097561
636,34,-3,2013-06-27,211,42,Small Market,Central,12,Leaves,Tea,Earl Grey,-3,76,Missouri,20,40,0,60,45,Regular,6,-0.039473684210526314
314,33,-4,2013-06-28,243,41,Small Market,Central,12,Leaves,Tea,Green Tea,-4,74,Missouri,20,40,0,60,45,Regular,6,-0.05405405405405406
603,0,2,2013-06-29,387,43,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,30,40,11,Regular,6,0.7441860465116279
435,44,3,2013-06-30,325,62,Small Market,West,40,Leaves,Tea,Darjeeling,-7,106,Utah,30,40,-10,70,69,Regular,6,-0.0660377358490566
937,29,-5,2013-07-01,490,44,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,25,73,Ohio,20,40,30,60,19,Decaf,7,0.3424657534246575
330,33,-1,2013-07-02,870,49,Major Market,Central,9,Leaves,Herbal Tea,Lemon,29,82,Ohio,30,40,30,70,20,Decaf,7,0.35365853658536583
508,46,-3,2013-07-03,422,57,Major Market,East,17,Leaves,Herbal Tea,Lemon,7,103,Massachusetts,30,40,10,70,50,Decaf,7,0.06796116504854369
813,30,-4,2013-07-04,882,45,Major Market,East,8,Leaves,Tea,Darjeeling,26,75,Florida,30,40,30,70,19,Regular,7,0.3466666666666667
857,29,-5,2013-07-05,490,44,Major Market,East,8,Leaves,Tea,Green Tea,25,73,Massachusetts,30,40,30,70,19,Regular,7,0.3424657534246575
262,24,-17,2013-07-06,567,32,Small Market,Central,7,Beans,Espresso,Decaf Espresso,13,56,Wisconsin,30,40,30,70,19,Decaf,7,0.23214285714285715
702,0,1,2013-07-07,344,43,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,40,30,40,12,Regular,7,0.7209302325581395
435,31,-4,2013-07-08,844,46,Small Market,West,8,Beans,Espresso,Caffe Latte,26,77,Utah,30,40,30,70,20,Regular,7,0.33766233766233766
715,34,0,2013-07-09,863,51,Small Market,Central,9,Leaves,Herbal Tea,Lemon,30,85,Wisconsin,30,40,30,70,21,Decaf,7,0.35294117647058826
603,39,-8,2013-07-10,250,49,Small Market,East,14,Leaves,Herbal Tea,Lemon,2,88,New Hampshire,20,40,10,60,47,Decaf,7,0.022727272727272728
505,31,-13,2013-07-11,1009,38,Small Market,South,9,Leaves,Herbal Tea,Lemon,7,69,New Mexico,20,40,20,60,31,Decaf,7,0.10144927536231885
573,38,1,2013-07-12,256,51,Small Market,Central,12,Leaves,Tea,Darjeeling,11,89,Missouri,30,40,10,70,40,Regular,7,0.12359550561797752
636,39,2,2013-07-13,250,49,Small Market,Central,14,Leaves,Tea,Green Tea,2,88,Missouri,30,40,0,70,47,Regular,7,0.022727272727272728
603,0,2,2013-07-14,344,43,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,30,40,11,Regular,7,0.7441860465116279
509,41,10,2013-07-15,320,66,Small Market,West,12,Leaves,Tea,Darjeeling,30,107,Washington,30,40,20,70,36,Regular,7,0.2803738317757009
801,38,2,2013-07-16,256,51,Small Market,West,12,Leaves,Tea,Earl Grey,12,89,Utah,20,40,10,60,39,Regular,7,0.1348314606741573
509,43,8,2013-07-17,466,63,Small Market,West,13,Leaves,Tea,Earl Grey,28,106,Washington,30,40,20,70,35,Regular,7,0.2641509433962264
312,39,0,2013-07-18,541,51,Major Market,Central,12,Leaves,Herbal Tea,Lemon,40,96,Illinois,20,40,40,60,24,Decaf,7,0.4166666666666667
530,39,-1,2013-07-19,541,51,Major Market,West,12,Leaves,Herbal Tea,Mint,39,96,California,20,40,40,60,25,Decaf,7,0.40625
505,86,-49,2013-07-20,1698,23,Small Market,South,26,Beans,Coffee,Decaf Irish Cream,-39,116,New Mexico,110,40,10,150,49,Decaf,7,-0.33620689655172414
318,46,5,2013-07-21,449,67,Small Market,South,14,Beans,Espresso,Decaf Espresso,45,120,Louisiana,20,40,40,60,37,Decaf,7,0.375
515,31,-20,2013-07-22,1000,37,Small Market,Central,9,Beans,Coffee,Colombian,10,72,Iowa,20,40,30,60,30,Regular,7,0.1388888888888889
505,45,-19,2013-07-23,320,64,Small Market,South,41,Beans,Espresso,Caffe Mocha,-9,116,New Mexico,20,40,10,60,70,Regular,7,-0.07758620689655173
435,32,2,2013-07-24,833,47,Small Market,West,8,Beans,Espresso,Caffe Latte,42,84,Utah,20,40,40,60,19,Regular,7,0.5
505,31,-21,2013-07-25,1000,37,Small Market,South,9,Leaves,Herbal Tea,Lemon,9,72,New Mexico,10,40,30,50,31,Decaf,7,0.125
314,39,-11,2013-07-26,244,53,Small Market,Central,12,Leaves,Tea,Darjeeling,19,98,Missouri,20,40,30,60,40,Regular,7,0.19387755102040816
203,24,-13,2013-07-27,806,36,Small Market,East,6,Leaves,Tea,Green Tea,27,64,Connecticut,20,40,40,60,18,Regular,7,0.421875
603,0,7,2013-07-28,430,43,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,40,40,11,Regular,7,1.0217391304347827
435,45,-29,2013-07-29,320,64,Small Market,West,41,Leaves,Tea,Darjeeling,-9,116,Utah,10,40,20,50,70,Regular,7,-0.07758620689655173
206,60,-10,2013-07-30,606,84,Small Market,West,54,Leaves,Tea,Green Tea,0,153,Washington,20,40,10,60,84,Regular,7,0.0
440,32,13,2013-07-31,482,48,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,43,85,Ohio,30,40,30,70,19,Decaf,7,0.5058823529411764
561,54,9,2013-08-01,391,67,Major Market,East,20,Leaves,Herbal Tea,Lemon,19,129,Florida,40,40,10,80,54,Decaf,8,0.14728682170542637
920,22,-14,2013-08-02,570,30,Small Market,Central,7,Beans,Espresso,Decaf Espresso,16,55,Wisconsin,20,40,30,60,19,Decaf,8,0.2909090909090909
505,35,-8,2013-08-03,248,47,Small Market,South,11,Beans,Espresso,Decaf Espresso,12,87,New Mexico,20,40,20,60,39,Decaf,8,0.13793103448275862
702,29,-13,2013-08-04,1003,35,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,7,68,Nevada,30,40,20,70,30,Decaf,8,0.10294117647058823
515,29,-13,2013-08-05,1003,35,Small Market,Central,8,Beans,Coffee,Colombian,7,68,Iowa,20,40,20,60,30,Regular,8,0.10294117647058823
603,34,-4,2013-08-06,211,42,Small Market,East,12,Beans,Espresso,Regular Espresso,-4,81,New Hampshire,30,40,0,70,45,Regular,8,-0.04938271604938271
580,32,13,2013-08-07,482,48,Small Market,South,8,Beans,Espresso,Caffe Mocha,43,85,Oklahoma,20,40,30,60,19,Regular,8,0.5058823529411764
775,0,16,2013-08-08,387,43,Small Market,West,0,Beans,Espresso,Caffe Latte,46,46,Nevada,0,40,30,40,12,Regular,8,1.0
435,33,10,2013-08-09,836,48,Small Market,West,9,Beans,Espresso,Caffe Latte,40,86,Utah,30,40,30,70,21,Regular,8,0.46511627906976744
314,82,-13,2013-08-10,1804,40,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-13,130,Missouri,70,40,0,110,49,Decaf,8,-0.1
435,82,-12,2013-08-11,1804,40,Small Market,West,25,Leaves,Herbal Tea,Mint,-12,130,Utah,70,40,0,110,48,Decaf,8,-0.09230769230769231
636,35,3,2013-08-12,248,47,Small Market,Central,11,Leaves,Tea,Darjeeling,13,87,Missouri,20,40,10,60,38,Regular,8,0.14942528735632185
573,34,-4,2013-08-13,211,42,Small Market,Central,12,Leaves,Tea,Earl Grey,-4,81,Missouri,20,40,0,60,45,Regular,8,-0.04938271604938271
314,33,-6,2013-08-14,243,41,Small Market,Central,12,Leaves,Tea,Green Tea,-6,79,Missouri,20,40,0,60,45,Regular,8,-0.0759493670886076
603,0,17,2013-08-15,387,43,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,30,40,11,Regular,8,1.0217391304347827
435,44,0,2013-08-16,325,62,Small Market,West,40,Leaves,Tea,Darjeeling,-10,113,Utah,30,40,-10,70,69,Regular,8,-0.08849557522123894
614,29,7,2013-08-17,490,44,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,37,78,Ohio,20,40,30,60,19,Decaf,8,0.47435897435897434
440,33,13,2013-08-18,870,49,Major Market,Central,9,Leaves,Herbal Tea,Lemon,43,87,Ohio,30,40,30,70,20,Decaf,8,0.4942528735632184
774,46,0,2013-08-19,422,57,Major Market,East,17,Leaves,Herbal Tea,Lemon,10,110,Massachusetts,30,40,10,70,50,Decaf,8,0.09090909090909091
321,30,9,2013-08-20,882,45,Major Market,East,8,Leaves,Tea,Darjeeling,39,80,Florida,30,40,30,70,19,Regular,8,0.4875
774,29,7,2013-08-21,490,44,Major Market,East,8,Leaves,Tea,Green Tea,37,78,Massachusetts,30,40,30,70,19,Regular,8,0.47435897435897434
608,24,-11,2013-08-22,567,32,Small Market,Central,7,Beans,Espresso,Decaf Espresso,19,60,Wisconsin,30,40,30,70,19,Decaf,8,0.31666666666666665
775,0,16,2013-08-23,344,43,Small Market,West,0,Beans,Espresso,Caffe Latte,46,46,Nevada,0,40,30,40,12,Regular,8,1.0
435,31,9,2013-08-24,844,46,Small Market,West,8,Beans,Espresso,Caffe Latte,39,82,Utah,30,40,30,70,20,Regular,8,0.47560975609756095
715,34,15,2013-08-25,863,51,Small Market,Central,9,Leaves,Herbal Tea,Lemon,45,91,Wisconsin,30,40,30,70,21,Decaf,8,0.4945054945054945
603,39,-7,2013-08-26,250,49,Small Market,East,14,Leaves,Herbal Tea,Lemon,3,94,New Hampshire,20,40,10,60,47,Decaf,8,0.031914893617021274
505,31,-10,2013-08-27,1009,38,Small Market,South,9,Leaves,Herbal Tea,Lemon,10,74,New Mexico,20,40,20,60,31,Decaf,8,0.13513513513513514
314,38,6,2013-08-28,256,51,Small Market,Central,12,Leaves,Tea,Darjeeling,16,95,Missouri,30,40,10,70,40,Regular,8,0.16842105263157894
660,39,3,2013-08-29,250,49,Small Market,Central,14,Leaves,Tea,Green Tea,3,94,Missouri,30,40,0,70,47,Regular,8,0.031914893617021274
603,0,17,2013-08-30,344,43,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,30,40,11,Regular,8,1.0217391304347827
253,41,25,2013-08-31,320,66,Small Market,West,12,Leaves,Tea,Darjeeling,45,114,Washington,30,40,20,70,36,Regular,8,0.39473684210526316
435,38,8,2013-09-01,256,51,Small Market,West,12,Leaves,Tea,Earl Grey,18,95,Utah,20,40,10,60,39,Regular,9,0.18947368421052632
253,43,22,2013-09-02,466,63,Small Market,West,13,Leaves,Tea,Earl Grey,42,113,Washington,30,40,20,70,35,Regular,9,0.37168141592920356
216,51,-35,2013-09-03,503,71,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,-5,122,Ohio,40,70,30,110,76,Decaf,9,-0.040983606557377046
440,52,-34,2013-09-04,405,71,Major Market,Central,17,Beans,Coffee,Amaretto,26,123,Ohio,40,70,60,110,45,Regular,9,0.21138211382113822
937,43,-32,2013-09-05,419,64,Major Market,Central,13,Beans,Coffee,Colombian,28,107,Ohio,30,70,60,100,36,Regular,9,0.2616822429906542
774,51,-41,2013-09-06,542,65,Major Market,East,46,Beans,Espresso,Caffe Mocha,-11,116,Massachusetts,30,70,30,100,76,Regular,9,-0.09482758620689655
832,72,5,2013-09-07,-868,110,Major Market,South,23,Beans,Espresso,Caffe Latte,55,182,Texas,40,70,50,110,55,Regular,9,0.3021978021978022
863,48,-14,2013-09-08,851,70,Major Market,East,13,Leaves,Tea,Green Tea,46,118,Florida,50,70,60,120,24,Regular,9,0.3898305084745763
985,60,-12,2013-09-09,329,99,Small Market,South,18,Beans,Espresso,Caffe Mocha,58,159,Louisiana,30,70,70,100,41,Regular,9,0.36477987421383645
971,52,-33,2013-09-10,405,71,Small Market,West,17,Beans,Espresso,Caffe Mocha,27,123,Oregon,30,70,60,100,44,Regular,9,0.21951219512195122
253,56,-34,2013-09-11,385,70,Small Market,West,21,Beans,Espresso,Caffe Mocha,16,126,Washington,40,70,50,110,54,Regular,9,0.12698412698412698
405,56,-34,2013-09-12,385,70,Small Market,South,21,Leaves,Herbal Tea,Chamomile,16,126,Oklahoma,40,70,50,110,54,Decaf,9,0.12698412698412698
435,45,-37,2013-09-13,447,69,Small Market,West,14,Leaves,Herbal Tea,Lemon,23,114,Utah,20,70,60,90,46,Decaf,9,0.20175438596491227
567,52,-13,2013-09-14,509,73,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,-3,125,Ohio,50,70,10,120,76,Decaf,9,-0.024
614,46,-8,2013-09-15,424,68,Major Market,Central,14,Beans,Coffee,Colombian,32,114,Ohio,40,70,40,110,36,Regular,9,0.2807017543859649
